,address,bathrooms,bedrooms,description,latitude,longitude,sqft,title,price per room
1040,2534 Benvenue Ave,1,1,"
[2534 Benvenue Avenue Apt #6]
1 Bedroom, 1 Bath , 548 sqft, $2,150 / month
12 Month Lease, $3,000 Deposit, Available June 1, 2016
*** OPEN HOUSE: Under Renovation - Key Checkout @ Office (see below)***
Spacious 1-bedroom apartment back on the market after renovations! New hardwood floors and brand new bathroom are being installed in 2016.
Unit has updated kitchen that features granite countertops, included appliances (fridge and electric range), and a separated dining area. Main living room area has a generous floorplan and features two separate closets for extra storage. Bedroom is roomy with ample closet space as well. Remodeled bathroom features a new walk-in shower and plumbing fixtures.
Building is located a block away from College Ave and just a few minutes south of Unit 2. On-site amenities include credit card-operated laundry machines and shared bike racks. Building also has a gated/covered garage - spaces may be available for an additional monthly fee.
Pictures on listing are on a similar, cleaned unit with the same layout. Lease start date can be flexible between May or June - perfect for groups needing the apartment for summer sessions / dorm move-out!
DETAILS
Interior Features
Â· Hardwood Flooring
Â· Wall Heater (Electric) Heating
Â· Unfurnished
Â· Card Operated Laundry
Â· Download Floorplan (http://www.northberkeleyproperties.com/img/floorplans/Benvenue_2534_6.pdf)
Kitchen
Â· Full Kitchen (with Dining Area)
Â· Electric Stove
Â· Refrigerator
Â· Garbage Disposal
Â· Granite Countertops
Bathroom
Â· 1 Bath
Â· Shower Only
Exterior Features
Â· Garage Available
Â· Shared, Public Area
Building
Â· 16 Units In Building
Â· Middle Floor
Other
Â· Garbage, Water Included
Â· Elevator In Building
Â· Walking Distance To UCB
Â· EZ Access To Transportation
Â· Gated Entry/Intercom
Â· Onsite Manager
Â· Corner Unit
Â· No Pets
Â· No Smoking Allowed
This property is professionally managed by NORTH BERKELEY PROPERTIES.
To view ""VACANT"" apartments you will need to pick up a key from our office during office hours. Our office is open on weekdays only between 10am-1pm, 2pm-5pm -- the last key checkout time is 4pm and keys must be returned within a 2-hour window or before the office closes (whichever is earlier).
Our office is located at:
2115 Shattuck Avenue, between Addison and Center in Downtown Berkeley next door to Bank of America. To reach our leasing office, please call
or email Leasing(at)northberkeleyproperties.com . Please make sure to reference the physical address of any apartment you may be referring to.
If you are interested, we encourage you to download the rental application available on our website and attach a $40 processing fee. Applications are available online at www.northberkeleyproperties.com
",37.864334,-122.255452,548,Last 1-Bedroom in Building - Close to Unit2/College Ave - Avail 6/1,2150
1041,2423 Blake St,0,0,0,37.8643349,-122.259522,0,0,3300
1042,2324 Dwight Way,0,0,0,37.8643372,-122.2616623,0,0,1548
1043,2314 Dwight Way,0,0,0,37.86435,-122.262329,0,0,2355
1044,2428 Milvia St,0,0,0,37.8643554,-122.2700582,0,0,1925
1045,2531 Benvenue Ave,0,0,0,37.864363,-122.2549515,0,0,1138
1046,2536 College Ave,0,0,0,37.864365,-122.254124,0,0,2288
1047,2503 Ellsworth St,0,0,0,37.8643674,-122.2628004,0,0,1457
1048,2546 Warring St,0,0,0,37.8643709,-122.2505387,0,0,3621
1049,2320 Bonar St,0,0,0,37.864379,-122.286714,0,0,2000
1050,2304 Dwight Way,0,0,0,37.864381,-122.262639,0,0,1734
1051,Jefferson at Channing,1,2,"
This 2 bedroom/1 bath apartment is on the second floor of a simple 4 plex near Channing & Jefferson.
If you are a gardener, this apartment is worth checking out. 
Large garden area with big raised beds.
Large shared back yard.
Washer/dryer in apartment.
Gas stove. Nice kitchen.
Kitchen & bath with linoleum. Rest of apartment is carpeted in commercial low profile.
Mature/mindful neighbors.
Tons of sunlight.
Super sweet neighborhood.
Off street parking.
Meanwhile, easy street parking. No permit required.
2 year lease required.
Absolutely NO SMOKERS. 
No pets.
Excellent credit a must.
Available now.
Email name and number, I will call you back.
Email name and number, I will call you back.
",37.864385,-122.277946,725,"Lovely Neighborhood, Raised Beds, Mature Neighbors, Peace & Quiet",975
1052,2539 College Ave,0,0,0,37.864386,-122.253427,0,0,2345
1053,2550 Telegraph Ave,0,0,0,37.8643947,-122.2587638,0,0,1699
1054,2310 Dwight Way,0,0,0,37.864399,-122.262497,0,0,1834
1055,2322 Bonar St,0,0,0,37.8644102,-122.2865285,0,0,2000
1056,2423 Blake St.,0,3,"
 http://www.premiumpd.com/details_n1.php?unit_id=599&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
 http://www.premiumpd.com/details_n1.php?unit_id=599&index=0&type=rent http://www.premiumpd.com/listings.php?type=rent http://www.premiumpd.com/hotlist.php?openhouse=1http://www.premiumpd.com/login.php
",37.864419,-122.248406,0,6/1st 3 BED in Blake Blding! Grantie Kit H/W Flrs Open Sun..,1331
1057,2521 Regent St,0,0,0,37.864431,-122.257355,0,0,1398
1058,2509 Dana St,0,0,0,37.864444,-122.260352,0,0,941
1059,2534 Piedmont Ave,0,0,0,37.864453,-122.251818,0,0,2976
1060,1921 Haste St,0,0,0,37.8644622,-122.2711746,0,0,3420
1061,1128 Bancroft Way,0,0,0,37.864467,-122.289279,0,0,2148
1062,2306 Dwight Way,0,0,0,37.8644671,-122.2626117,0,0,1734
1063,2520 Hillegass Ave,0,0,0,37.8644696,-122.2567063,0,0,2321
1064,2520 Regent St,0,0,0,37.864474,-122.257954,0,0,1543
1065,2233 Dwight Way,0,0,0,37.8644839,-122.2636874,0,0,4359
1066,Channing Way at California Street,0,2,"
Absolutely charming Mediterranean house in a great area -- walking distance to downtown, city hall, library and schools. The house is furnished.
All on one level -- open plan living room and dining area and renovated kitchen. 2-3 bedrooms (note that one bedroom is a converted extra living room), one bath, laundry area with washer dryer. Nice front porch and fenced in and tiled courtyard garden at back. 
Walk 12-15 minutes to downtown Berkeley and a little more to Bart. You can also take a bus to UCB or Bart. Utilities are not included. 
Short term rental from March 1 to end of July, Call Nilou for more details -
Short term lease is negotiable.
",37.864487,-122.278883,0,"Short term, charming 2-3 bedroom furnished home, courtyard garden",1925
1067,2308 Dwight Way,0,0,0,37.8644896,-122.2625546,0,0,1834
1068,2246 10th St,0,0,0,37.8644932,-122.2920545,0,0,1320
1069,2217 Dwight Way,0,0,0,37.8645071,-122.2644762,0,0,1878
1070,2529 Benvenue Ave,0,0,0,37.86451,-122.254722,0,0,1761
1071,2345 West St,0,0,0,37.864536,-122.284924,0,0,1370
1072,2541 Piedmont Ave,0,0,0,37.8645523,-122.2512021,0,0,1619
1073,2532 College Ave,0,0,0,37.864554,-122.254172,0,0,1208
1074,1907 Haste St,0,0,0,37.864572,-122.271854,0,0,1833
1075,2517 Regent St,0,0,0,37.864575,-122.257364,0,0,2000
1076,2213 Dwight Way,0,0,0,37.8646,-122.264602,0,0,2495
1077,2524 Benvenue Ave,0,0,0,37.8646049,-122.2552847,0,0,1879
1078,1915 Haste St,0,0,0,37.864613,-122.271555,0,0,2228
1079,2219 Dwight Way,0,0,0,37.86462,-122.264432,0,0,1878
1080,2314 Bonar St,0,0,0,37.864624,-122.286765,0,0,2309
1081,0 0,0,1,"
Building is located on Dwight Way between Ellsworth and Fulton, short walk to UC, BART, Berkeley Bowl, Telegraph, and more. 
Here's a little about the unit: 
One bedroom, one bathroom unit, close to UC Berkeley. Granite countertops, with electric stove/oven, refrigerator. Carpet in living room and bedroom.
Landlord covers water and garbage. 
On-site elevator, coin-op laundry, and gated parking (for an extra fee). 
This is a no pets, non-smoking building. 
Required at move-in: Security Deposit and 1st Month's Rent
Rent: $1990/month
Security Deposit: $1990
Lease Term: available early March with lease term negotiable, and option to extend afterwards.
There will be a showing tomorrow, February 24th at 5:30. Please respond to the post if you are interested and can make the showing.
",37.864626,-122.26348,0,"Great south side location, walk to UCB, BART",1990
1082,1919 Haste St,0,0,0,37.864637,-122.27138,0,0,2888
1083,2500 Dana St,0,0,0,37.864641,-122.260975,0,0,1900
1084,2221 Dwight Way,0,0,0,37.864645,-122.264258,0,0,2845
1085,2501 Dana Street,0,2,"
Property Description
- 1 year lease starting July 1, 2016.
- Two floor Condo.
- Hardwood floors.
- Two bedrooms on second floor and kitchen and living room on the first. One bathroom on each floor.
- One bedroom with a closet and the other with a walk-in closet.
- Private Washer and Dryer in unit.
- Breakfast bar in the kitchen.
- Private off-street parking space.
- No Application Fee
- No Pets 
Neighborhood Description
- 4 blocks away from UC Berkeley.
- 10 minute walk to RSF.
- 1 block away from Telegraph Avenue and Peets Coffee.
- 1 block away from shuttle bus stop that goes directly to Berkeley bart station.
Open House Dates (Please contact me through craigslist beforehand if interested):
- 3/13/2016 [3PM - 5PM]
- 3/20/2016 [3PM - 5PM]
",37.864656,-122.260408,1130,Southside 2bd and bath condo close to UC Berkeley,1800
1086,2312 Bonar St,0,0,0,37.8646561,-122.286637,0,0,2309
1087,2414 Dwight Way,0,0,0,37.864659,-122.259955,0,0,1118
1088,2223 Dwight Way,0,0,0,37.864665,-122.264084,0,0,1647
1089,2110 Haste Street,1,2,"
We need someone to take over our lease for the summer. From mid-may (we are flexible on moving date) to 8th of August.
The apartment has 2-bedrooms, 1 bathroom and is fully furnished. It includes 4 beds, dressers, a sofa, chairs, tables and kitchen equipment. Laundry room is located at each floor. The building has a sweet rooftop. Movie of apt: https://www.youtube.com/watch?v=S9ZchX03UWI 
The apartment is at 2110 Haste Street (Fine Arts Building) close to Shattuck. 5-10 minutes walk from Downtown Berkeley Bart station and 5-10 minutes walk to campus.
The rent is 3280 dollars per month from mid-may to 8th August. WIFI and cable is included. Other utilities such as water, sewer, garbage, gas and PGE is about 130 dollars each month. Deposit is 600 dollars (in total for the apartment).
We have an option to extend the contract for one more year from August 2016 to August 2017. The rent from august 2016 will be 3570 per month (this rent is also including parking spot (in the garage) and extra storage place.
Just to clarify, we are all moving out in May and the apartment fits 4 people. We could probably throw our furniture in for free.
We will be happy to answer any questions you may have. Please contact us in either telephone or email.
",37.864673,-122.26691,824,Central and furnished 2-bedroom apt. from mid-may to 8th of august,1640
1090,2418 Dwight Way,0,0,0,37.864678,-122.259794,0,0,1915
1091,2321 Dwight Way,1,1,"
Available June 1
Very Nice Spacious studio Apt. High Ceilings, Open Lots Of Widows. Wood Floors. 550 Sq ft., Secure Quiet Bldg. Laundry in Basement, Lots of restaurants and shops in easy walking distance,
Rent includes Heat , water, garbage service, Refrigerator, and gas stove, Tenant pays own PG&E.
Rent: $1800, Deposit: $2000, Application Fee: $30 per person (non-refundable)
Car port available for an extra $120 per month.
Call or text Daniel @
to schedule viewing.
",37.864687,-122.263031,550,"Nice Spacious Studio, Secure Bldg, 8 Min Walk to CampusÂ ",1800
1092,2420 Dwight Way,0,0,0,37.864696,-122.259635,0,0,1614
1093,2231 Dwight Way,0,0,0,37.864706,-122.263743,0,0,4359
1094,2515 Regent St,0,0,0,37.864711,-122.257272,0,0,3500
1095,2247 Dwight Way,0,0,0,37.864723,-122.263226,0,0,1600
1096,2517 Telegraph Ave,0,0,0,37.864725,-122.258089,0,0,1968
1097,2420 Milvia St,0,0,0,37.8647325,-122.2701111,0,0,2275
1098,1937 Haste St,0,0,0,37.864748,-122.270495,0,0,878
1099,2520 Etna St,0,0,0,37.864763,-122.252995,0,0,1895
1100,2504 Dana Street - 3,3,6,"
Built in 2013, Unit 3 at 2504 Dana Street features an 1765 sqft. floor plan with 6 bedrooms and 3 bathrooms.
AMENITIES:
Newly built - very ""GREEN"" building with LOW energy costs 
SPACIOUS unit
UPDATED appliances
Full laundry room (WASHER & DRYER inside)
Parking spots
Available June 1st!
For more information on this property please visit our website below or email us and we will get back to you in a timely manner.
https://ndgre.managebuilding.com/Resident/PublicPages/Home.aspx?ReturnUrl=%2fResident%2fdefault.aspx
",37.864766,-122.26122,1765,Multi-Family in Berkeley,1350
1101,2491 Ellsworth Street,1,1,"
- Walk to school, BART, shopping and nightlife
- Professionally managed
- Open, spacious, and sunny
- One standard bedroom and one large living room which has closing doors and a LARGE walk-in closet
- Newly renovated kitchen with granite counters and tile floor
- All new paint throughout
- New ceiling fans in living room and bedroom
- Pristine original hardwood floors
- Tall ceilings
- Water, garbage, hot water & room heat all paid, low electricity bills
- Laundry facilities on site
- Range & refrigerator included
One year lease
$2,685 security deposit
Sorry, no pets
No subletting
The next showings will be at:
12:00pm sharp on Saturday, March 4th
and 3:00pm sharp on Sunday, March 5thAt 2491 Ellsworth Street in Berkeley 
It's a locking building, so I will meet you out front and take you up at the showing time. Anyone who arrives after that will unfortunately miss the showing
Applications are paper or pdf only, available at the end of the viewing.
All applicants over 18 need to fill out an application and provide a $40 application fee in cashier's check or money order payable to Picardo Arms Apartments.There is a $100 holding deposit. We only process one person's or one set of roommates' applications at a time. The deposit takes the apartment off the market and is refundable for up to three business days. After that, it's non-refundable. Bring all of your documents at the same time, and we process your application well within the three days. If you pass, the deposit becomes the first $100 of your security deposit. If you don't pass, even if your application is processed after the three business days, we return the $100 to you. The $40 application fees are non-refundable once the applications are processed regardless of the result.Applicants must show combined income of at least 3x the rent amount per month gross (pre-tax) and good credit based in the U.S. If credit and income aren't met (and the applicant does not have overly poor credit) then a cosigner may be used. A cosigner applies in the same way with another $40 application fee. A copy of a passport or driver's license and proof of income is required for each application. Proof of income can be in the form of two recent pay stubs, social security checks, pension, trust fund or support checks, or tax returns.
Note for new international residents: if you don't have a credit history in the U.S. because of your national status, you may be exempt from the credit requirement; however, you will still need to meet the income requirement and will be required to pay an increased security desposit.
All fees and charges, including move in fees, must be in the form of cashier's check or money order, payable to Picardo Arms. Once you are a tenant, from your 2nd month onward, you may pay by personal check.
",37.864775,-122.262726,750,Beautiful Large One Bedroom With Views Near UC Campus,2485
